user,user_id,degree_centrality_values,eigenvector_centrality_values,page_rank_centrality_values
kelly66,1084426545,6.403688524590164e-05,9.3640386127523e-06,1.648767858221321e-05
revans,1093709224,0.00014941939890710383,0.01668791400539241,3.3825216690551945e-05
gonzalesfelicia,1056762246,6.403688524590164e-05,1.9286851343004836e-05,1.730884677661751e-05
henryjoseph,1087489470,6.403688524590164e-05,0.016649541702421854,1.5307633466176217e-05
tcolon,1086953065,0.00017076502732240437,2.0294025101672022e-05,3.907455971493409e-05
george49,1026071816,8.538251366120219e-05,0.0004137571929927707,2.090768079957964e-05
rcarrillo,1031789467,4.269125683060109e-05,1.0230870929096696e-05,1.2002365927781411e-05
mraymond,1000448911,6.403688524590164e-05,1.0110856585167299e-05,1.7029289126580264e-05
gerald22,1040669727,4.269125683060109e-05,1.8937130268147376e-05,1.1967197095906721e-05
kevinrose,1035293210,6.403688524590164e-05,9.872500715187723e-06,1.7685906987422552e-05
elizabeth49,1053037857,4.269125683060109e-05,9.672706117181448e-06,1.2178586414932368e-05
karen06,1034995353,4.269125683060109e-05,9.639912258800536e-06,1.2303713406118442e-05
rramirez,1049958948,6.403688524590164e-05,9.904446378250591e-06,1.6809279931402427e-05
xgeorge,1058941340,8.538251366120219e-05,1.0266217326435354e-05,2.1626453463006503e-05
leonardgeorge,1050535059,4.269125683060109e-05,4.870717631649669e-07,1.2043302744266403e-05
karen02,1039825123,6.403688524590164e-05,7.415205799533063e-07,1.7013134828954165e-05
mferguson,1025808145,8.538251366120219e-05,3.4222073107931554e-07,2.147953918830488e-05
johnsmith,1081838500,6.403688524590164e-05,3.021430215239483e-07,1.7439510527877745e-05
patrickwang,1013821063,0.00017076502732240437,5.647129658387679e-07,4.06268411954567e-05
donna66,1011430536,4.269125683060109e-05,4.873932793573128e-07,1.191281234475952e-05
kerrkurt,1067212892,0.00014941939890710383,0.0003954056015902873,3.577899263039006e-05
sgilmore,1067867540,4.269125683060109e-05,7.080577395150346e-07,1.1718501213960367e-05
larryduncan,1024221689,4.269125683060109e-05,7.260950617266211e-07,1.1721690518088665e-05
nhampton,1025806018,4.269125683060109e-05,5.001445260632722e-07,1.206224651822008e-05
nturner,1020941350,4.269125683060109e-05,4.6583489594376713e-07,1.2639959822897997e-05
bradleyramirez,1041352547,4.269125683060109e-05,4.923512557487196e-07,1.248323172216626e-05
lowevanessa,1034349604,6.403688524590164e-05,7.365236032274686e-07,1.6899141806486975e-05
debracarroll,1045292378,4.269125683060109e-05,5.139860546108306e-07,1.229742649837792e-05
brian45,1098106241,8.538251366120219e-05,0.00040464438223987323,2.1582961606584325e-05
kelseycook,1041273026,6.403688524590164e-05,0.00040396848111979146,1.677199497565977e-05
fweiss,1085145413,6.403688524590164e-05,0.00039469250723136415,1.64117962895145e-05
qjenkins,1027411641,4.269125683060109e-05,1.0000017456425088e-05,1.1884242123403187e-05
webbmelissa,1075190619,6.403688524590164e-05,9.765058630767517e-06,1.7210737223299585e-05
michael92,1064720821,4.269125683060109e-05,2.6911475439059155e-07,1.2725230055696892e-05
nreyes,1086900643,4.269125683060109e-05,4.834299434748778e-07,1.2730112875212688e-05
sarabenjamin,1038481119,4.269125683060109e-05,2.6238910352004756e-07,1.2901737704100208e-05
thomas85,1006929838,4.269125683060109e-05,5.0567239357905956e-08,1.2445382521765076e-05
elijah12,1091264649,4.269125683060109e-05,3.246687510334325e-08,1.2590272359891211e-05
nreeves,1081922119,4.269125683060109e-05,2.4383097318401046e-07,1.3191897720881564e-05
andrewlopez,1009933064,4.269125683060109e-05,4.956186934151632e-07,1.2317617081247631e-05
michaelgreen,1059393792,6.403688524590164e-05,2.7697361346716874e-07,1.7658422146182478e-05
thomasmarissa,1075264517,4.269125683060109e-05,4.378819503103864e-08,1.2764473194602937e-05
sarahstephens,1066028921,8.538251366120219e-05,1.8670933298860876e-05,2.298829186465718e-05
sandramiles,1062448195,6.403688524590164e-05,1.9065145573652767e-05,1.785873949031612e-05
jeffreycampbell,1042907960,4.269125683060109e-05,1.883932905197026e-05,1.2257758457426572e-05
robertsmith,1083756107,4.269125683060109e-05,3.0569681659706197e-07,1.2261029749186565e-05
cynthianorris,1049305719,4.269125683060109e-05,6.747054555530494e-07,1.27854147668759e-05
williamsnatasha,1055768538,4.269125683060109e-05,9.239327086570261e-07,1.2370218317125425e-05
williamsjames,1046906510,4.269125683060109e-05,4.792152499723921e-07,1.2842053974974775e-05
grose,1024651326,4.269125683060109e-05,4.521410763819615e-07,1.348809387094693e-05
christopherthompson,1075812158,4.269125683060109e-05,9.531976456613228e-06,1.2653267720006214e-05
fowlerkaren,1053694221,4.269125683060109e-05,2.867851155721794e-07,1.2168265999218272e-05
barronashley,1050437909,4.269125683060109e-05,5.3223773948831926e-08,1.2706950322692353e-05
williamsmegan,1026346665,6.403688524590164e-05,7.272622351310064e-07,1.7108526974686218e-05
cruiz,1089704101,6.403688524590164e-05,8.627709195889971e-08,1.8118680102780725e-05
miranda66,1057417080,8.538251366120219e-05,3.082384659929696e-05,2.1267748941242846e-05
carolynjones,1080728538,8.538251366120219e-05,1.544914411762951e-06,1.9796186350225894e-05
jeff90,1020377898,0.000234801912568306,3.130911252542432e-05,5.397372908829679e-05
williamjames,1090240404,0.0008751707650273224,0.0008378285689734167,0.0001855868511758213
nking,1049991947,0.00029883879781420766,0.000421121745302441,6.247905034659675e-05
xlawrence,1041149963,6.403688524590164e-05,2.028895722762397e-06,1.7440705113514474e-05
brandijohnson,1056331684,0.00019211065573770491,1.3171616201198509e-05,4.479925150704187e-05
thomas55,1047548641,4.269125683060109e-05,2.046920931308304e-05,1.17543793627975e-05
briantucker,1055951843,4.269125683060109e-05,9.909057158947834e-07,1.2044636367404437e-05
danielle64,1006101256,4.269125683060109e-05,9.891777020274678e-07,1.2281542603647599e-05
andersonamanda,1091268453,4.269125683060109e-05,1.2198915083835285e-06,1.2004257519283437e-05
tburton,1058030962,4.269125683060109e-05,9.876838248080835e-07,1.2570950198613843e-05
samantha49,1015845613,4.269125683060109e-05,1.0084271646392933e-05,1.1741734833665684e-05
bensoncraig,1073593742,4.269125683060109e-05,2.046920931308304e-05,1.17543793627975e-05
gonzalesmary,1065806130,0.00029883879781420766,6.981633199035068e-05,6.482300334573853e-05
ndelgado,1025875016,0.0005549863387978142,5.458864382149387e-05,0.00012064482746238425
brookslaura,1016851225,0.00012807377049180329,2.1457850921019923e-05,3.174874048410805e-05
williamssteven,1047111512,0.00012807377049180329,0.01667943967747265,2.82583941113936e-05
mooreann,1000525888,6.403688524590164e-05,2.1257056597395932e-05,1.6531811192169807e-05
mgilbert,1000276483,4.269125683060109e-05,2.101859723654103e-05,1.1401807254485724e-05
idorsey,1087263751,0.00014941939890710383,3.0878514979483283e-05,3.493687509529723e-05
peterreed,1097765213,0.00019211065573770491,2.175156851937739e-05,4.306074371856697e-05
richard45,1024516463,0.00021345628415300546,3.1567817137454995e-05,4.69259306158999e-05
reillyjonathan,1011598241,6.403688524590164e-05,2.1060654006367815e-05,1.6429215674330024e-05
kimberlypham,1008207216,4.269125683060109e-05,2.0040908295134812e-05,1.1643500968496975e-05
fnelson,1074665018,0.00017076502732240437,2.0368622247303704e-05,4.06779027030829e-05
williamsalbert,1028966777,8.538251366120219e-05,0.000414471062211111,2.0226088845392858e-05
fweber,1086386369,6.403688524590164e-05,2.1257056597395932e-05,1.6531811192169807e-05
santosrichard,1064255629,8.538251366120219e-05,2.1450221685428938e-05,2.1094651089154293e-05
kelly58,1070780590,4.269125683060109e-05,2.101859723654103e-05,1.1401807254485724e-05
juarezpriscilla,1054597850,4.269125683060109e-05,2.0243554391480374e-05,1.1631742111605323e-05
conniehayden,1040967229,4.269125683060109e-05,2.9330059477533723e-05,1.1677998154504771e-05
flemingvincent,1072004821,6.403688524590164e-05,2.0075007374364537e-05,1.6607812550531897e-05
pjohnson,1023698684,4.269125683060109e-05,2.0040908295134812e-05,1.1643500968496975e-05
shari12,1092184123,8.538251366120219e-05,4.827164612357911e-05,2.1040639066648587e-05
azimmerman,1092170933,4.269125683060109e-05,2.0033498573343095e-05,1.155556310820805e-05
imorgan,1091574784,4.269125683060109e-05,2.0009910854850154e-05,1.144356028590333e-05
vincentgonzales,1081124753,6.403688524590164e-05,2.9073432587205543e-05,1.68128050893843e-05
grimesjennifer,1033866098,6.403688524590164e-05,2.0453106955747602e-05,1.7150720715388987e-05
fwilson,1030289065,0.00010672814207650273,2.1323936061859737e-05,2.647512675887456e-05
kristina08,1051327471,6.403688524590164e-05,0.00041355683712662576,1.5888896512917466e-05
samanthalester,1077585823,6.403688524590164e-05,2.0643267335112034e-05,1.6729704981371235e-05
nicole29,1017238129,4.269125683060109e-05,2.9330059477533723e-05,1.1677998154504771e-05
ofuller,1003597725,4.269125683060109e-05,1.975336340275667e-05,1.2415453958303747e-05
jared55,1015425066,4.269125683060109e-05,2.0040908295134812e-05,1.1643500968496975e-05
farleygreg,1093418429,4.269125683060109e-05,1.975835252599466e-05,1.2165876125907974e-05
jesushart,1041232371,4.269125683060109e-05,2.0033498573343095e-05,1.155556310820805e-05
kanderson,1011063200,4.269125683060109e-05,0.0004135046388837064,1.156075573740139e-05
andrewsteele,1008574557,4.269125683060109e-05,1.980022526998655e-05,1.1725178286040084e-05
raymondhernandez,1032678761,6.403688524590164e-05,0.01665087185127473,1.5326025955016933e-05
moconnell,1052395825,4.269125683060109e-05,1.998027430089809e-05,1.1992147141489478e-05
cherylandrews,1037676592,0.00025614754098360657,0.0008058725268896649,5.515429292298721e-05
scott28,1096225601,8.538251366120219e-05,3.84805649753731e-05,2.010289940199428e-05
pooleelizabeth,1035400498,0.00010672814207650273,2.165399642441749e-05,2.5208168318665168e-05
ronnie06,1039086231,0.00012807377049180329,1.2355410027231863e-05,3.019497952596501e-05
wthomas,1033538801,0.00012807377049180329,4.920447883140415e-05,2.8824401839910234e-05
meghan10,1052518095,0.00012807377049180329,1.1623283839396005e-05,2.9560673584607906e-05
thomasgreen,1018785752,4.269125683060109e-05,1.0430750735400412e-05,1.1392820293683652e-05
donna28,1051882926,6.403688524590164e-05,2.049000867286641e-05,1.6240873654556133e-05
erica51,1088463329,4.269125683060109e-05,1.015009652310714e-05,1.1792237203413929e-05
phillip08,1019608677,4.269125683060109e-05,1.0992896018777193e-05,1.1428304963066037e-05
michael59,1066458011,6.403688524590164e-05,1.7153302043353585e-06,1.6789545086758002e-05
doylejeremy,1051761148,4.269125683060109e-05,0.00039607818950601934,1.1351902707733972e-05
kenneth46,1055299908,4.269125683060109e-05,0.00039607818950601934,1.1351902707733972e-05
cherylperry,1083647709,4.269125683060109e-05,1.8823129268868995e-06,1.187565617244917e-05
jacqueline92,1014328647,4.269125683060109e-05,2.9366072090727624e-06,1.1277194653880698e-05
troynewton,1020627068,4.269125683060109e-05,1.9487543217462635e-05,1.1296241369113295e-05
michael97,1000060946,8.538251366120219e-05,2.885385293720577e-05,2.0328933322794524e-05
stephanie49,1090481768,0.00012807377049180329,0.01667829389747636,2.9916327525671138e-05
joshuasmith,1082790477,0.00019211065573770491,0.01670605839889866,4.270020144019806e-05
kathryn30,1097458718,4.269125683060109e-05,2.013805774875756e-05,1.1182235394226242e-05
plopez,1051175402,4.269125683060109e-05,2.826044724881195e-05,1.166023241396306e-05
michelle32,1073426486,4.269125683060109e-05,1.9489859911425855e-05,1.1397162625908058e-05
vconner,1010601225,0.000234801912568306,0.00040766635729929854,5.408031886873393e-05
nicole92,1010144981,0.00012807377049180329,2.9751845625162624e-06,2.9460696410706482e-05
kristinehayes,1005381478,0.00019211065573770491,1.2856629088815796e-05,4.2547438267636176e-05
richard17,1098176883,8.538251366120219e-05,1.067004011662517e-05,2.1565099823612532e-05
aguirreamanda,1061887086,0.00017076502732240437,1.1855134137651144e-05,3.8811767788339564e-05
gloriadonaldson,1032635229,4.269125683060109e-05,1.7855749483201665e-06,1.169801909308965e-05
amy33,1026076004,6.403688524590164e-05,1.5226313224137334e-06,1.699713477445625e-05
brandy41,1078817995,4.269125683060109e-05,1.7623613890442605e-06,1.170486752765948e-05
ysmith,1022036403,4.269125683060109e-05,1.7947451882392235e-06,1.161291468683196e-05
wrightkenneth,1055520952,4.269125683060109e-05,1.974830624621605e-06,1.1807519113700465e-05
chaneyvictoria,1000423696,4.269125683060109e-05,1.5282055023085441e-06,1.1952799591583768e-05
adamthomas,1077938188,4.269125683060109e-05,1.3288435492564951e-06,1.1963169671979998e-05
wrosario,1088261643,4.269125683060109e-05,1.3019689753628897e-06,1.2300700728083054e-05
jamesclark,1059486284,6.403688524590164e-05,8.230535775584838e-07,1.7512202649257944e-05
jason80,1012774759,4.269125683060109e-05,7.462421163316133e-07,1.2343313025222345e-05
meltonmatthew,1057401869,4.269125683060109e-05,9.89297566206918e-07,1.2208707243345257e-05
lindascott,1039902562,6.403688524590164e-05,8.179786577292612e-07,1.777137946462643e-05
lincharles,1092009816,4.269125683060109e-05,5.910304629791641e-08,1.2848076157565756e-05
watsonmonica,1081450512,0.00019211065573770491,0.00039685494568857425,4.349500722118173e-05
emilydudley,1014691817,4.269125683060109e-05,1.025321040648112e-05,1.1624810236445042e-05
robert53,1098978773,4.269125683060109e-05,1.2107386029155606e-06,1.1787480165374203e-05
spearsscott,1012939712,4.269125683060109e-05,0.0003942851669113017,1.1391588983760584e-05
powelljessica,1006789158,4.269125683060109e-05,1.0101660456558522e-05,1.203145492500746e-05
seth41,1025224424,0.00014941939890710383,1.0156819359619016e-05,3.604297340324888e-05
colemanstephen,1072563591,6.403688524590164e-05,5.740590652614701e-07,1.6498037543987146e-05
cherylortiz,1058021932,6.403688524590164e-05,9.854880711797423e-07,1.6568654112342512e-05
sharris,1060290565,0.00010672814207650273,1.0344600930558566e-05,2.694339992598129e-05
pcrawford,1041718243,6.403688524590164e-05,9.918533721326514e-06,1.680393444693453e-05
garyhernandez,1073507559,4.269125683060109e-05,1.0080741672834212e-05,1.1927876310990707e-05
antonioharris,1025128668,4.269125683060109e-05,0.0004040299330990677,1.1689529562204386e-05
scottcarrillo,1089821897,4.269125683060109e-05,1.0101660456558522e-05,1.203145492500746e-05
jenkinstara,1016521179,4.269125683060109e-05,0.000395591625850346,1.1428346287623123e-05
thudson,1093946924,4.269125683060109e-05,1.6649320507168545e-06,1.1586507794675592e-05
calderonmichael,1014649397,0.00010672814207650273,1.5227247245998981e-06,2.582912354663489e-05
carlosbrown,1041818494,0.00010672814207650273,0.0003948180649999255,2.484582161793602e-05
richardbrooks,1047744383,0.00010672814207650273,1.0596815117977462e-05,2.5782060138453077e-05
aliciagood,1003213224,8.538251366120219e-05,1.2116405657541112e-06,2.2798647173947242e-05
jeffrey26,1076408036,8.538251366120219e-05,1.0533541938681188e-05,2.139884535835259e-05
cruzmichael,1023720536,4.269125683060109e-05,9.858134525772167e-06,1.1719675774637003e-05
charlenesanchez,1096899757,8.538251366120219e-05,8.248408994079438e-07,2.105638997850522e-05
shermanapril,1043041549,4.269125683060109e-05,5.834737495132618e-07,1.1891936497006027e-05
carrolljoseph,1044371071,8.538251366120219e-05,1.258078587954006e-06,2.228791705622843e-05
toddcooper,1001872898,6.403688524590164e-05,1.0099210559083338e-05,1.5993926165162376e-05
sgarner,1053803389,0.00014941939890710383,0.0003968753647596479,3.447495375096436e-05
michaelmoreno,1019018445,8.538251366120219e-05,1.0978754288033303e-05,2.08165714085767e-05
james95,1095270092,4.269125683060109e-05,9.727575811496694e-07,1.1596032511758406e-05
porterrobert,1077723374,6.403688524590164e-05,9.4027038010509e-06,1.6887401684212286e-05
coxkathleen,1013997987,6.403688524590164e-05,8.596857295354813e-07,1.5209610563996014e-05
ernestgonzales,1002976564,4.269125683060109e-05,3.1466146978073856e-07,1.2391744757501316e-05
ewalker,1053999811,6.403688524590164e-05,1.2889233724167761e-06,1.5770262038561043e-05
palmerricky,1020076542,4.269125683060109e-05,5.540570090818238e-07,1.1515317258227936e-05
stacey46,1095575378,6.403688524590164e-05,9.85911759790514e-06,1.643930431646208e-05
kristymyers,1088258154,0.00010672814207650273,9.640852087352722e-06,2.7701321690241873e-05
scottrobin,1082838019,6.403688524590164e-05,1.1974119469049042e-06,1.7246808650235614e-05
angela73,1087042983,6.403688524590164e-05,5.174408454176726e-07,1.82477966617298e-05
akoch,1068356811,0.00014941939890710383,2.9637755877129596e-05,3.454545181689601e-05
paulsuarez,1081967091,0.00010672814207650273,0.0003942755545752362,2.5803380199660028e-05
nelsonsteven,1024067914,4.269125683060109e-05,9.589396793735922e-06,1.1853006810601968e-05
yoderjacob,1068178258,4.269125683060109e-05,4.6433615937947783e-07,1.2755474388122301e-05
charlesho,1012514543,6.403688524590164e-05,5.600131267679328e-08,1.7741516456851313e-05
lopezadam,1044455428,4.269125683060109e-05,2.9497680433080714e-07,1.2252737923248713e-05
jasonlivingston,1081322617,6.403688524590164e-05,0.01663998324693124,1.5845124920261115e-05
vwilliamson,1000237261,6.403688524590164e-05,9.32455616602322e-06,1.817809354754242e-05
markmiranda,1087143096,6.403688524590164e-05,9.406116247556152e-07,1.7948736365967017e-05
jonathanrose,1025982204,4.269125683060109e-05,2.4699748165832014e-07,1.2665183239140783e-05
joshuasantos,1007761939,4.269125683060109e-05,9.354753205206863e-06,1.273907517663144e-05
gerald80,1010058843,6.403688524590164e-05,1.9264047406313357e-06,1.5576630498936258e-05
terickson,1076204557,8.538251366120219e-05,0.0003960224383285895,2.214933206921378e-05
charleswilson,1013468324,4.269125683060109e-05,0.0003949141181134446,1.17329199024383e-05
daniellee,1099533120,4.269125683060109e-05,2.9857025852855967e-08,1.320584053213371e-05
wanganthony,1091985422,4.269125683060109e-05,5.0687023099264e-08,1.2976476473581897e-05
yalvarez,1045564157,4.269125683060109e-05,0.00039402311339543146,1.2377326573217731e-05
nelsonjacqueline,1089670430,6.403688524590164e-05,0.00040457059638614537,1.574934315069026e-05
wrightlaurie,1091615602,4.269125683060109e-05,7.430939996259552e-07,1.2185669152489508e-05
michellesantiago,1008296347,8.538251366120219e-05,4.804828850836493e-07,2.3924331535513852e-05
dshepherd,1041192015,6.403688524590164e-05,9.823728908212606e-06,1.7481854653665836e-05
beth65,1063920369,4.269125683060109e-05,3.14573426631619e-08,1.3311432537117485e-05
daniellehopkins,1018460512,0.00010672814207650273,1.1719474319475207e-05,2.1874530195111336e-05
jkirby,1048350256,8.538251366120219e-05,0.00041959798741144017,1.815818429433928e-05
luisnelson,1094327691,0.0005336407103825137,9.510805843708851e-05,0.0001138805440936573
bfreeman,1097668685,4.269125683060109e-05,2.2794920404678145e-06,1.2923007691939841e-05
christopher44,1087547603,0.0006190232240437159,0.0008548695071218049,0.00013350178684569736
gfarley,1084261392,0.0006830601092896175,0.0008957366755323225,0.00014482183079448342
clarkbrittany,1006435047,0.0003628756830601093,0.0016209953002478284,7.542067021334398e-05
jackiejohnson,1006611502,6.403688524590164e-05,5.037993810003566e-05,1.5432107648154832e-05
jennifergarcia,1067394165,0.00019211065573770491,3.485001422307311e-05,4.213974013393462e-05
nrussell,1090841001,0.00014941939890710383,3.837349351045252e-06,3.498553400015172e-05
sallybauer,1079179714,6.403688524590164e-05,3.221217389325874e-05,1.5842030234723442e-05
coreytorres,1093212701,4.269125683060109e-05,3.2212304652530545e-06,1.1428555211182152e-05
nicole52,1066099831,6.403688524590164e-05,3.0063683812556706e-06,1.648956889500226e-05
cardenasthomas,1086119208,0.00014941939890710383,3.324363275186213e-05,3.38459131679509e-05
thomas84,1066345978,6.403688524590164e-05,1.223244882368205e-05,1.697173266189476e-05
jacob59,1044079780,8.538251366120219e-05,0.00039687933567354066,1.976607026599783e-05
meghansteele,1044117652,4.269125683060109e-05,2.9976376771128948e-06,1.1369216015843014e-05
hollyshields,1083079639,0.00014941939890710383,3.3557188031419738e-06,3.58797140120722e-05
tmiranda,1010880911,4.269125683060109e-05,2.324011764557067e-06,1.137518846303426e-05
lutztimothy,1045771865,0.00010672814207650273,2.805745622165953e-06,2.6364248291833132e-05
leslie23,1007798967,0.00017076502732240437,2.3635971766367516e-05,4.007002887582299e-05
noah93,1085980376,0.00014941939890710383,2.32027690500793e-05,3.6008580340578475e-05
jared22,1075162665,4.269125683060109e-05,2.260069117558913e-06,1.2170827551416635e-05
montoyaannette,1025815475,6.403688524590164e-05,2.2390604886424333e-05,1.6696669206374096e-05
ochoakim,1034803632,4.269125683060109e-05,3.6707792498693413e-06,1.1439844674976209e-05
kathrynjimenez,1066594770,6.403688524590164e-05,2.7400358967998352e-06,1.660877377403022e-05
joneswilliam,1071731924,8.538251366120219e-05,2.4825992226633036e-06,2.2849031123288294e-05
xlopez,1076710971,4.269125683060109e-05,2.4812709028749206e-06,1.2094590508184215e-05
gconner,1013993270,6.403688524590164e-05,1.4657663914488603e-06,1.7985041389570856e-05
sheenarivera,1096188358,8.538251366120219e-05,4.13576403109364e-05,2.0857556661208103e-05
allisongonzales,1065006766,0.00010672814207650273,0.0004351289699572647,2.511537592934765e-05
psellers,1053400380,0.00010672814207650273,4.222500809485582e-05,2.6160259976264407e-05
fstevenson,1060501549,4.269125683060109e-05,2.0647857429641628e-05,1.1580841794228303e-05
kathleen34,1073997617,0.00012807377049180329,5.899657776757687e-05,3.118726749137992e-05
hgray,1017181975,4.269125683060109e-05,2.1558446309635644e-05,1.1499668320692129e-05
amandarichardson,1001775667,8.538251366120219e-05,3.0647860471751855e-05,2.1646212676674424e-05
susancarpenter,1041096613,8.538251366120219e-05,0.016661116929713667,1.966116279391445e-05
zhood,1034413649,4.269125683060109e-05,2.068021424704399e-05,1.1870128934775723e-05
kevinchapman,1053976961,8.538251366120219e-05,0.017054307329722785,1.9662542679212463e-05
nicholas99,1080856337,0.00012807377049180329,2.0277455441973244e-05,3.237915251915696e-05
robert29,1056445065,4.269125683060109e-05,2.0917238392581547e-05,1.1420791275657474e-05
walkerdaniel,1007742357,4.269125683060109e-05,2.0660381860667824e-05,1.1886405509617597e-05
qmckinney,1039656305,4.269125683060109e-05,2.069041411337328e-05,1.1742971276749989e-05
millerdavid,1018503275,4.269125683060109e-05,2.9466067386492015e-05,1.1716659449405784e-05
katiestone,1060102217,4.269125683060109e-05,0.0004234061144634907,1.1482601842699083e-05
martinezmelinda,1054758714,4.269125683060109e-05,2.022302140036034e-05,1.1341578535940383e-05
luis41,1049203042,4.269125683060109e-05,4.122998446372029e-05,1.1199670260321573e-05
seandiaz,1038185323,6.403688524590164e-05,2.120208009353948e-05,1.6109526803739497e-05
stacey77,1000488783,4.269125683060109e-05,4.122998446372029e-05,1.1199670260321573e-05
amber73,1062243918,4.269125683060109e-05,2.1272724120131616e-05,1.18024715929749e-05
josetucker,1023690805,4.269125683060109e-05,2.067522351965141e-05,1.1960652262475188e-05
hernandezvictoria,1081204119,0.0003628756830601093,0.0004230866802169034,7.741668393182437e-05
cruzdouglas,1002089925,0.00019211065573770491,3.188689800526432e-05,4.408021560355657e-05
jacksonsheri,1071167190,0.00010672814207650273,5.965599726701568e-05,2.608294056376061e-05
bennettlisa,1005292910,6.403688524590164e-05,0.01665246347669571,1.5001489122814226e-05
rjackson,1020559586,0.00010672814207650273,6.039924822736083e-05,2.4845391035318448e-05
quinnanne,1072014276,4.269125683060109e-05,2.191978835908095e-05,1.1106493615831847e-05
brady71,1020879182,0.00010672814207650273,2.2773546533217927e-05,2.5160638388835846e-05
tanya18,1012933609,0.00012807377049180329,2.2680565430708324e-05,3.0865883125333865e-05
kathyochoa,1065963838,8.538251366120219e-05,0.01668997353118586,1.9642733215809295e-05
grahamkaren,1024964635,4.269125683060109e-05,2.185001465587085e-05,1.1286987559148861e-05
carterjeremiah,1069893087,0.00017076502732240437,0.0004176059510313847,3.8780456656350136e-05
tonyagibbs,1026521973,8.538251366120219e-05,2.2991299554519137e-05,2.1747529982369392e-05
lisa31,1017520522,6.403688524590164e-05,5.930319734377257e-05,1.6841255813412344e-05
nicoleaguirre,1093608662,6.403688524590164e-05,2.1637205551603468e-05,1.6759972042907527e-05
russellbaker,1075335890,0.00012807377049180329,2.2360919728496084e-05,3.150292301933047e-05
scottbell,1059779729,6.403688524590164e-05,2.163749603134895e-05,1.6631874839845606e-05
apayne,1000150580,4.269125683060109e-05,3.093191359965238e-05,1.1689828555851495e-05
stacie46,1017572817,4.269125683060109e-05,2.1881948311573202e-05,1.1278739173247402e-05
james75,1019120923,4.269125683060109e-05,2.191978835908095e-05,1.1106493615831847e-05
wford,1020247339,4.269125683060109e-05,2.1122070775675707e-05,1.210294319215164e-05
david88,1071817461,4.269125683060109e-05,2.1356112185280885e-05,1.1643880303989785e-05
rebeccapatton,1032846224,4.269125683060109e-05,2.1333647881632875e-05,1.2012362051490062e-05
deborah88,1040155217,4.269125683060109e-05,3.093191359965238e-05,1.1689828555851495e-05
anita98,1096207157,4.269125683060109e-05,4.8134967887437634e-05,1.1421958071692957e-05
ojones,1002848677,8.538251366120219e-05,4.873439568396601e-05,2.0688120409147082e-05
fhunter,1020190524,4.269125683060109e-05,3.916801121012069e-05,1.168279714159625e-05
turnerjill,1087587916,0.00010672814207650273,0.017081675189053094,2.495347237202776e-05
martindaniel,1005828067,4.269125683060109e-05,3.843009331847172e-05,1.1716435762388719e-05
jessicarobbins,1022321715,0.00010672814207650273,4.829147986177447e-05,2.6556438545840245e-05
twilliams,1014802780,4.269125683060109e-05,4.8134967887437634e-05,1.1421958071692957e-05
steven95,1091391518,6.403688524590164e-05,0.016668919137756512,1.4904418919158028e-05
cwatkins,1086903069,6.403688524590164e-05,0.016669408384674306,1.541447052377063e-05
dawnvega,1047494082,0.00014941939890710383,2.1829224248194237e-05,3.4890528031273016e-05
francisjohnson,1084330850,8.538251366120219e-05,2.0096398904076002e-05,2.0823168945662944e-05
krobinson,1049986735,4.269125683060109e-05,1.0511216537570514e-05,1.2019861287748175e-05
mullinssusan,1081400255,6.403688524590164e-05,1.0023461495956767e-05,1.719475078039553e-05
tanya24,1066898054,6.403688524590164e-05,1.0209240835650945e-05,1.7441490894016677e-05
tfranklin,1062551946,4.269125683060109e-05,1.0025607829118079e-05,1.2057129466186742e-05
catherine72,1095210327,4.269125683060109e-05,1.0521416403899803e-05,1.189270362972244e-05
christina53,1025933798,4.269125683060109e-05,1.046409521334732e-05,1.1963968551288319e-05
josephhensley,1075972449,8.538251366120219e-05,9.167847112249591e-07,2.1858036858658452e-05
baileypatricia,1065702325,8.538251366120219e-05,2.1989442028745038e-06,2.086710292459657e-05
bowenmary,1051340158,0.00010672814207650273,2.631291435170721e-06,2.593745126488996e-05
bburke,1042318508,6.403688524590164e-05,1.5176726167836803e-06,1.68582962699113e-05
vmedina,1048842253,4.269125683060109e-05,8.187528131193839e-07,1.1897559972945104e-05
david96,1024232320,0.00014941939890710383,1.0963535808192802e-05,3.415721574510779e-05
smithkristine,1055571425,6.403688524590164e-05,1.7546048270010625e-07,1.6212990490612957e-05
christophernichols,1066417004,6.403688524590164e-05,3.40889909300555e-07,1.640926714343986e-05
mike16,1074383659,8.538251366120219e-05,1.9651310878068487e-06,2.1968040378249427e-05
wdiaz,1054250400,4.269125683060109e-05,2.801081660262741e-06,1.1957529767558944e-05
amymartinez,1016940123,4.269125683060109e-05,1.1656676475195725e-05,1.1815589839631117e-05
vdunn,1053716494,6.403688524590164e-05,3.7041977051011365e-07,1.695906776961894e-05
dgregory,1062188078,6.403688524590164e-05,0.0003950557409969737,1.6697462957167613e-05
ashleyalexander,1008877612,4.269125683060109e-05,1.080614922672251e-05,1.1965414889560663e-05
daviddavis,1009049309,6.403688524590164e-05,0.0004033700527549711,1.6454466729460315e-05
thorn,1091126494,4.269125683060109e-05,1.5119030428511998e-06,1.1991413217104045e-05
whitney68,1037241894,4.269125683060109e-05,1.0121240485069564e-06,1.1767552632469611e-05
